
TABLE_NAME                                                                                                                              COUNT                                                           
MD$_VALID_EQUATION_VAR                                                                                                                      0                                                           
MD$_VALID_PROP_MAP                                                                                                                          0                                                           
MD$_WF_CONFIG                                                                                                                               0                                                           
MD$_WF_CONFIG_MAP                                                                                                                           0                                                           
MD$_WF_CONNECTOR                                                                                                                        3,411                                                           
MD$_WF_CONNECTOR_VIEW                                                                                                                   2,985                                                           
MD$_WF_DASHBOARD_VIEW                                                                                                                     308                                                           
MD$_WF_GROUP_VIEW                                                                                                                           4                                                           
MD$_WF_NODE                                                                                                                             2,366                                                           
MD$_WF_NODE_PGL_MAP                                                                                                                       386                                                           
MD$_WF_NODE_VIEW                                                                                                                            0                                                           
MD$_WF_TEXT_VIEW                                                                                                                            5                                                           
MD$_WF_VARIABLE                                                                                                                         1,474                                                           
MD$_WORKFLOW                                                                                                                              308                                                           
MDCPID_BAND                                                                                                                                 0                                                           
MD_CUBE_ARCHIVE                                                                                                                             0                                                           
MD_CUBE_AT_LEAF_LEVEL                                                                                                                       0                                                           
MD_CUBE_HISTORY                                                                                                                             0                                                           
MD_CUBE_HISTORY_AR                                                                                                                          0                                                           
MD_CUBE_PEGGING                                                                                                                             0                                                           
MD_CUBE_SOURCE                                                                                                                              0                                                           
MD_CUBE_WATERFALL                                                                                                                           0                                                           
MD_CUBE_WATERFALL_AR                                                                                                                        0                                                           
MEASURE_MASTER                                                                                                                              0                                                           
MEASURE_TRIGGER                                                                                                                             0                                                           
MEETING                                                                                                                                     0                                                           
MEETING_AGENDA                                                                                                                              0                                                           
MEETING_EVALUATION                                                                                                                          0                                                           
MODULE_LOGGER_SETTINGS                                                                                                                      2                                                           
MSG_ALERT                                                                                                                                   0                                                           
MSG_ALERT_ARG                                                                                                                               0                                                           
MSG_USER_ALERT                                                                                                                              0                                                           
MST_SCENARIO_MASTER                                                                                                                         1                                                           
NAVSET                                                                                                                                      0                                                           
NC_DIMENSION_MEMBER_RTNSHIP                                                                                                                 0                                                           
NC_PLC_MASTER                                                                                                                               0                                                           
NC_SOURCE_MASTER                                                                                                                            0                                                           
NC_SOURCE_MEMBER_RELATIONSHIP                                                                                                               0                                                           
NC_TIME_MASTER                                                                                                                              0                                                           
OPPORTUNITY                                                                                                                                 0                                                           
OP_OMS_FPID_CONFIG                                                                                                                          0                                                           
OP_OMS_FPID_POLICY_MAP                                                                                                                      0                                                           
OP_OMS_ITEM_CONFIG                                                                                                                          0                                                           
OP_OMS_LOOKUP_CONFIG                                                                                                                        5                                                           
OP_OMS_PPID_CONFIG                                                                                                                          4                                                           
OP_OMS_PPID_POLICY_MAP                                                                                                                     15                                                           
OP_OMS_SHIP_TO_CONFIG                                                                                                                       0                                                           
OP_OMS_SOLD_TO_CONFIG                                                                                                                       0                                                           
OP_OMS_STORE                                                                                                                                0                                                           
OP_OMS_TAG_MAP_CONFIG                                                                                                                     129                                                           
ORDER_LINE_ITEM                                                                                                                             0                                                           
ORDER_LINE_PROPERTY                                                                                                                         0                                                           
ORDER_SCHEDULE                                                                                                                              0                                                           
ORGANIZATION                                                                                                                                2                                                           
PAGE_PREFERENCES                                                                                                                            0                                                           
PARALLEL_CONSTRAINTS_EXCEPTION                                                                                                              0                                                           
PLAN_MASTER                                                                                                                                 0                                                           
PLC_MASTER                                                                                                                                  0                                                           
PLC_META                                                                                                                                    0                                                           
PRECOMPUTED_CUBE                                                                                                                            0                                                           
PROCESS                                                                                                                                     0                                                           
PROCESS_CAL_MAP                                                                                                                             0                                                           
